name,value,year
Burberry,NA,2001.3
Burberry,NA,2001.4
Burberry,NA,2001.5
Burberry,NA,2001.6
Burberry,NA,2001.7
Burberry,NA,2001.8
Burberry,NA,2001.9
Burberry,NA,2002
Burberry,NA,2002.1
Burberry,NA,2002.2
Burberry,NA,2002.3
Burberry,NA,2002.4
Burberry,NA,2002.5
Burberry,NA,2002.6
Burberry,NA,2002.7
Burberry,NA,2002.8
Burberry,NA,2002.9
Burberry,NA,2003
Burberry,NA,2003.1
Burberry,NA,2003.2
Burberry,NA,2003.3
Burberry,NA,2003.4
Burberry,NA,2003.5
Burberry,NA,2003.6
Burberry,NA,2003.7
Burberry,NA,2003.8
Burberry,NA,2003.9
Burberry,NA,2004
Burberry,NA,2004.1
Burberry,NA,2004.2
Burberry,NA,2004.3
Burberry,NA,2004.4
Burberry,NA,2004.5
Burberry,NA,2004.6
Burberry,NA,2004.7
Burberry,NA,2004.8
Burberry,NA,2004.9
Burberry,NA,2005
Burberry,NA,2005.1
Burberry,NA,2005.2
Burberry,NA,2005.3
Burberry,NA,2005.4
Burberry,NA,2005.5
Burberry,NA,2005.6
Burberry,NA,2005.7
Burberry,NA,2005.8
Burberry,NA,2005.9
Burberry,2783,2006
Burberry,2826.8,2006.1
Burberry,2870.6,2006.2
Burberry,2914.4,2006.3
Burberry,2958.2,2006.4
Burberry,3002,2006.5
Burberry,3045.8,2006.6
Burberry,3089.6,2006.7
Burberry,3133.4,2006.8
Burberry,3177.2,2006.9
Burberry,NA,2007
Burberry,NA,2007.1
Burberry,NA,2007.2
Burberry,NA,2007.3
Burberry,NA,2007.4
Burberry,NA,2007.5
Burberry,NA,2007.6
Burberry,NA,2007.7
Burberry,NA,2007.8
Burberry,NA,2007.9
Burberry,NA,2008
Burberry,NA,2008.1
Burberry,NA,2008.2
Burberry,NA,2008.3
Burberry,NA,2008.4
Burberry,NA,2008.5
Burberry,NA,2008.6
Burberry,NA,2008.7
Burberry,NA,2008.8
Burberry,NA,2008.9
Burberry,3095,2009
Burberry,3096.5,2009.1
Burberry,3098,2009.2
Burberry,3099.5,2009.3
Burberry,3101,2009.4
Burberry,3102.5,2009.5
Burberry,3104,2009.6
Burberry,3105.5,2009.7
Burberry,3107,2009.8
Burberry,3108.5,2009.9
Burberry,3110,2010
Burberry,3172.2,2010.1
Burberry,3234.4,2010.2
Burberry,3296.6,2010.3
Burberry,3358.8,2010.4
Burberry,3421,2010.5
Burberry,3483.2,2010.6
Burberry,3545.4,2010.7
Burberry,3607.6,2010.8
Burberry,3669.8,2010.9
Burberry,3732,2011
Burberry,3793,2011.1
Burberry,3854,2011.2
Burberry,3915,2011.3
Burberry,3976,2011.4
Burberry,4037,2011.5
Burberry,4098,2011.6
Burberry,4159,2011.7
Burberry,4220,2011.8
Burberry,4281,2011.9
Burberry,4342,2012
Burberry,4426.7,2012.1
Burberry,4511.4,2012.2
Burberry,4596.1,2012.3
Burberry,4680.8,2012.4
Burberry,4765.5,2012.5
Burberry,4850.2,2012.6
Burberry,4934.9,2012.7
Burberry,5019.6,2012.8
Burberry,5104.3,2012.9
Burberry,5189,2013
Burberry,5229.5,2013.1
Burberry,5270,2013.2
Burberry,5310.5,2013.3
Burberry,5351,2013.4
Burberry,5391.5,2013.5
Burberry,5432,2013.6
Burberry,5472.5,2013.7
Burberry,5513,2013.8
Burberry,5553.5,2013.9
Burberry,5594,2014
Burberry,5621.9,2014.1
Burberry,5649.8,2014.2
Burberry,5677.7,2014.3
Burberry,5705.6,2014.4
Burberry,5733.5,2014.5
Burberry,5761.4,2014.6
Burberry,5789.3,2014.7
Burberry,5817.2,2014.8
Burberry,5845.1,2014.9
Burberry,5873,2015
Burberry,5821.9,2015.1
Burberry,5770.8,2015.2
Burberry,5719.7,2015.3
Burberry,5668.6,2015.4
Burberry,5617.5,2015.5
Burberry,5566.4,2015.6
Burberry,5515.3,2015.7
Burberry,5464.2,2015.8
Burberry,5413.1,2015.9
Burberry,5362,2016
Burberry,5339.3,2016.1
Burberry,5316.6,2016.2
Burberry,5293.9,2016.3
Burberry,5271.2,2016.4
Burberry,5248.5,2016.5
Burberry,5225.8,2016.6
Burberry,5203.1,2016.7
Burberry,5180.4,2016.8
Burberry,5157.7,2016.9
Burberry,5135,2017
Burberry,5120.4,2017.1
Burberry,5105.8,2017.2
Burberry,5091.2,2017.3
Burberry,5076.6,2017.4
Burberry,5062,2017.5
Burberry,5047.4,2017.6
Burberry,5032.8,2017.7
Burberry,5018.2,2017.8
Burberry,5003.6,2017.9
Burberry,4989,2018
Canon,NA,2000
Canon,NA,2000.1
Canon,NA,2000.2
Canon,NA,2000.3
Canon,NA,2000.4
Canon,NA,2000.5
Canon,NA,2000.6
Canon,NA,2000.7
Canon,NA,2000.8
Canon,NA,2000.9
Canon,6580,2001
Canon,6594.1,2001.1
Canon,6608.2,2001.2
Canon,6622.3,2001.3
Canon,6636.4,2001.4
Canon,6650.5,2001.5
Canon,6664.6,2001.6
Canon,6678.7,2001.7
Canon,6692.8,2001.8
Canon,6706.9,2001.9
Canon,6721,2002
Canon,6768.1,2002.1
Canon,6815.2,2002.2
Canon,6862.3,2002.3
Canon,6909.4,2002.4
Canon,6956.5,2002.5
Canon,7003.6,2002.6
Canon,7050.7,2002.7
Canon,7097.8,2002.8
Canon,7144.9,2002.9
Canon,7192,2003
Canon,7278.3,2003.1
Canon,7364.6,2003.2
Canon,7450.9,2003.3
Canon,7537.2,2003.4
Canon,7623.5,2003.5
Canon,7709.8,2003.6
Canon,7796.1,2003.7
Canon,7882.4,2003.8
Canon,7968.7,2003.9
Canon,8055,2004
Canon,8153.9,2004.1
Canon,8252.8,2004.2
Canon,8351.7,2004.3
Canon,8450.6,2004.4
Canon,8549.5,2004.5
Canon,8648.4,2004.6
Canon,8747.3,2004.7
Canon,8846.2,2004.8
Canon,8945.1,2004.9
Canon,9044,2005
Canon,9136.4,2005.1
Canon,9228.8,2005.2
Canon,9321.2,2005.3
Canon,9413.6,2005.4
Canon,9506,2005.5
Canon,9598.4,2005.6
Canon,9690.8,2005.7
Canon,9783.2,2005.8
Canon,9875.6,2005.9
Canon,9968,2006
Canon,10029.3,2006.1
Canon,10090.6,2006.2
Canon,10151.9,2006.3
Canon,10213.2,2006.4
Canon,10274.5,2006.5
Canon,10335.8,2006.6
Canon,10397.1,2006.7
Canon,10458.4,2006.8
Canon,10519.7,2006.9
Canon,10581,2007
Canon,10610.5,2007.1
Canon,10640,2007.2
Canon,10669.5,2007.3
Canon,10699,2007.4
Canon,10728.5,2007.5
Canon,10758,2007.6
Canon,10787.5,2007.7
Canon,10817,2007.8
Canon,10846.5,2007.9
Canon,10876,2008
Canon,10832.5,2008.1
Canon,10789,2008.2
Canon,10745.5,2008.3
Canon,10702,2008.4
Canon,10658.5,2008.5
Canon,10615,2008.6
Canon,10571.5,2008.7
Canon,10528,2008.8
Canon,10484.5,2008.9
Canon,10441,2009
Canon,10545.4,2009.1
Canon,10649.8,2009.2
Canon,10754.2,2009.3
Canon,10858.6,2009.4
Canon,10963,2009.5
Canon,11067.4,2009.6
Canon,11171.8,2009.7
Canon,11276.2,2009.8
Canon,11380.6,2009.9
Canon,11485,2010
Canon,11508,2010.1
Canon,11531,2010.2
Canon,11554,2010.3
Canon,11577,2010.4
Canon,11600,2010.5
Canon,11623,2010.6
Canon,11646,2010.7
Canon,11669,2010.8
Canon,11692,2010.9
Canon,11715,2011
Canon,11746.4,2011.1
Canon,11777.8,2011.2
Canon,11809.2,2011.3
Canon,11840.6,2011.4
Canon,11872,2011.5
Canon,11903.4,2011.6
Canon,11934.8,2011.7
Canon,11966.2,2011.8
Canon,11997.6,2011.9
Canon,12029,2012
Canon,11925,2012.1
Canon,11821,2012.2
Canon,11717,2012.3
Canon,11613,2012.4
Canon,11509,2012.5
Canon,11405,2012.6
Canon,11301,2012.7
Canon,11197,2012.8
Canon,11093,2012.9
Canon,10989,2013
Canon,11060.3,2013.1
Canon,11131.6,2013.2
Canon,11202.9,2013.3
Canon,11274.2,2013.4
Canon,11345.5,2013.5
Canon,11416.8,2013.6
Canon,11488.1,2013.7
Canon,11559.4,2013.8
Canon,11630.7,2013.9
Canon,11702,2014
Canon,11659.6,2014.1
Canon,11617.2,2014.2
Canon,11574.8,2014.3
Canon,11532.4,2014.4
Canon,11490,2014.5
Canon,11447.6,2014.6
Canon,11405.2,2014.7
Canon,11362.8,2014.8
Canon,11320.4,2014.9
Canon,11278,2015
Canon,11258.3,2015.1
Canon,11238.6,2015.2
Canon,11218.9,2015.3
Canon,11199.2,2015.4
Canon,11179.5,2015.5
Canon,11159.8,2015.6
Canon,11140.1,2015.7
Canon,11120.4,2015.8
Canon,11100.7,2015.9
Canon,11081,2016
Canon,10951.7,2016.1
Canon,10822.4,2016.2
Canon,10693.1,2016.3
Canon,10563.8,2016.4
Canon,10434.5,2016.5
Canon,10305.2,2016.6
Canon,10175.9,2016.7
Canon,10046.6,2016.8
Canon,9917.3,2016.9
Canon,9788,2017
Canon,9847.2,2017.1
Canon,9906.4,2017.2
Canon,9965.6,2017.3
Canon,10024.8,2017.4
Canon,10084,2017.5
Canon,10143.2,2017.6
Canon,10202.4,2017.7
Canon,10261.6,2017.8
Canon,10320.8,2017.9
Canon,10380,2018
Cartier,NA,2000
Cartier,NA,2000.1
Cartier,NA,2000.2
Cartier,NA,2000.3
Cartier,NA,2000.4
Cartier,NA,2000.5
Cartier,NA,2000.6
Cartier,NA,2000.7
Cartier,NA,2000.8
Cartier,NA,2000.9
Cartier,NA,2001
Cartier,NA,2001.1
Cartier,NA,2001.2
Cartier,NA,2001.3
Cartier,NA,2001.4
Cartier,NA,2001.5
Cartier,NA,2001.6
Cartier,NA,2001.7
Cartier,NA,2001.8
Cartier,NA,2001.9
Cartier,NA,2002
Cartier,NA,2002.1
Cartier,NA,2002.2
Cartier,NA,2002.3
Cartier,NA,2002.4
Cartier,NA,2002.5
Cartier,NA,2002.6
Cartier,NA,2002.7
Cartier,NA,2002.8
Cartier,NA,2002.9
Cartier,NA,2003
Cartier,NA,2003.1
Cartier,NA,2003.2
Cartier,NA,2003.3
Cartier,NA,2003.4
Cartier,NA,2003.5
Cartier,NA,2003.6
Cartier,NA,2003.7
Cartier,NA,2003.8
Cartier,NA,2003.9
Cartier,2749,2004
Cartier,2779.1,2004.1
Cartier,2809.2,2004.2
Cartier,2839.3,2004.3
Cartier,2869.4,2004.4
Cartier,2899.5,2004.5
Cartier,2929.6,2004.6
Cartier,2959.7,2004.7
Cartier,2989.8,2004.8
Cartier,3019.9,2004.9
Cartier,3050,2005
Cartier,3081,2005.1
Cartier,3112,2005.2
Cartier,3143,2005.3
Cartier,3174,2005.4
Cartier,3205,2005.5
Cartier,3236,2005.6
Cartier,3267,2005.7
Cartier,3298,2005.8
Cartier,3329,2005.9
Cartier,3360,2006
Cartier,3409.2,2006.1
Cartier,3458.4,2006.2
Cartier,3507.6,2006.3
Cartier,3556.8,2006.4
Cartier,3606,2006.5
Cartier,3655.2,2006.6
Cartier,3704.4,2006.7
Cartier,3753.6,2006.8
Cartier,3802.8,2006.9
Cartier,3852,2007
Cartier,3890.4,2007.1
Cartier,3928.8,2007.2
Cartier,3967.2,2007.3
Cartier,4005.6,2007.4
Cartier,4044,2007.5
Cartier,4082.4,2007.6
Cartier,4120.8,2007.7
Cartier,4159.2,2007.8
Cartier,4197.6,2007.9
Cartier,4236,2008
Cartier,4209.2,2008.1
Cartier,4182.4,2008.2
Cartier,4155.6,2008.3
Cartier,4128.8,2008.4
Cartier,4102,2008.5
Cartier,4075.2,2008.6
Cartier,4048.4,2008.7
Cartier,4021.6,2008.8
Cartier,3994.8,2008.9
Cartier,3968,2009
Cartier,3976.4,2009.1
Cartier,3984.8,2009.2
Cartier,3993.2,2009.3
Cartier,4001.6,2009.4
Cartier,4010,2009.5
Cartier,4018.4,2009.6
Cartier,4026.8,2009.7
Cartier,4035.2,2009.8
Cartier,4043.6,2009.9
Cartier,4052,2010
Cartier,4124.9,2010.1
Cartier,4197.8,2010.2
Cartier,4270.7,2010.3
Cartier,4343.6,2010.4
Cartier,4416.5,2010.5
Cartier,4489.4,2010.6
Cartier,4562.3,2010.7
Cartier,4635.2,2010.8
Cartier,4708.1,2010.9
Cartier,4781,2011
Cartier,4852.4,2011.1
Cartier,4923.8,2011.2
Cartier,4995.2,2011.3
Cartier,5066.6,2011.4
Cartier,5138,2011.5
Cartier,5209.4,2011.6
Cartier,5280.8,2011.7
Cartier,5352.2,2011.8
Cartier,5423.6,2011.9
Cartier,5495,2012
Cartier,5635.2,2012.1
Cartier,5775.4,2012.2
Cartier,5915.6,2012.3
Cartier,6055.8,2012.4
Cartier,6196,2012.5
Cartier,6336.2,2012.6
Cartier,6476.4,2012.7
Cartier,6616.6,2012.8
Cartier,6756.8,2012.9
Cartier,6897,2013
Cartier,6952.2,2013.1
Cartier,7007.4,2013.2
Cartier,7062.6,2013.3
Cartier,7117.8,2013.4
Cartier,7173,2013.5
Cartier,7228.2,2013.6
Cartier,7283.4,2013.7
Cartier,7338.6,2013.8
Cartier,7393.8,2013.9
Cartier,7449,2014
Cartier,7496.5,2014.1
Cartier,7544,2014.2
Cartier,7591.5,2014.3
Cartier,7639,2014.4
Cartier,7686.5,2014.5
Cartier,7734,2014.6
Cartier,7781.5,2014.7
Cartier,7829,2014.8
Cartier,7876.5,2014.9
Cartier,7924,2015
Cartier,7905.4,2015.1
Cartier,7886.8,2015.2
Cartier,7868.2,2015.3
Cartier,7849.6,2015.4
Cartier,7831,2015.5
Cartier,7812.4,2015.6
Cartier,7793.8,2015.7
Cartier,7775.2,2015.8
Cartier,7756.6,2015.9
Cartier,7738,2016
Cartier,7718.9,2016.1
Cartier,7699.8,2016.2
Cartier,7680.7,2016.3
Cartier,7661.6,2016.4
Cartier,7642.5,2016.5
Cartier,7623.4,2016.6
Cartier,7604.3,2016.7
Cartier,7585.2,2016.8
Cartier,7566.1,2016.9
Cartier,7547,2017
Cartier,7556.9,2017.1
Cartier,7566.8,2017.2
Cartier,7576.7,2017.3
Cartier,7586.6,2017.4
Cartier,7596.5,2017.5
Cartier,7606.4,2017.6
Cartier,7616.3,2017.7
Cartier,7626.2,2017.8
Cartier,7636.1,2017.9
Cartier,7646,2018
Caterpillar,NA,2000
Caterpillar,NA,2000.1
Caterpillar,NA,2000.2
Caterpillar,NA,2000.3
Caterpillar,NA,2000.4
Caterpillar,NA,2000.5
Caterpillar,NA,2000.6
Caterpillar,NA,2000.7
Caterpillar,NA,2000.8
Caterpillar,NA,2000.9
Caterpillar,NA,2001
Caterpillar,NA,2001.1
Caterpillar,NA,2001.2
Caterpillar,NA,2001.3
Caterpillar,NA,2001.4
Caterpillar,NA,2001.5
Caterpillar,NA,2001.6
Caterpillar,NA,2001.7
Caterpillar,NA,2001.8
Caterpillar,NA,2001.9
Caterpillar,3218,2002
Caterpillar,3232.5,2002.1
Caterpillar,3247,2002.2
Caterpillar,3261.5,2002.3
Caterpillar,3276,2002.4
Caterpillar,3290.5,2002.5
Caterpillar,3305,2002.6
Caterpillar,3319.5,2002.7
Caterpillar,3334,2002.8
Caterpillar,3348.5,2002.9
Caterpillar,3363,2003
Caterpillar,3406.8,2003.1
Caterpillar,3450.6,2003.2
Caterpillar,3494.4,2003.3
Caterpillar,3538.2,2003.4
Caterpillar,3582,2003.5
Caterpillar,3625.8,2003.6
Caterpillar,3669.6,2003.7
Caterpillar,3713.4,2003.8
Caterpillar,3757.2,2003.9
Caterpillar,3801,2004
Caterpillar,3829.4,2004.1
Caterpillar,3857.8,2004.2
Caterpillar,3886.2,2004.3
Caterpillar,3914.6,2004.4
Caterpillar,3943,2004.5
Caterpillar,3971.4,2004.6
Caterpillar,3999.8,2004.7
Caterpillar,4028.2,2004.8
Caterpillar,4056.6,2004.9
Caterpillar,4085,2005
Caterpillar,4134.5,2005.1
Caterpillar,4184,2005.2
Caterpillar,4233.5,2005.3
Caterpillar,4283,2005.4
Caterpillar,4332.5,2005.5
Caterpillar,4382,2005.6
Caterpillar,4431.5,2005.7
Caterpillar,4481,2005.8
Caterpillar,4530.5,2005.9
Caterpillar,4580,2006
Caterpillar,4627.9,2006.1
Caterpillar,4675.8,2006.2
Caterpillar,4723.7,2006.3
Caterpillar,4771.6,2006.4
Caterpillar,4819.5,2006.5
Caterpillar,4867.4,2006.6
Caterpillar,4915.3,2006.7
Caterpillar,4963.2,2006.8
Caterpillar,5011.1,2006.9
Caterpillar,5059,2007
Caterpillar,5081.9,2007.1
Caterpillar,5104.8,2007.2
Caterpillar,5127.7,2007.3
Caterpillar,5150.6,2007.4
Caterpillar,5173.5,2007.5
Caterpillar,5196.4,2007.6
Caterpillar,5219.3,2007.7
Caterpillar,5242.2,2007.8
Caterpillar,5265.1,2007.9
Caterpillar,5288,2008
Caterpillar,5259.6,2008.1
Caterpillar,5231.2,2008.2
Caterpillar,5202.8,2008.3
Caterpillar,5174.4,2008.4
Caterpillar,5146,2008.5
Caterpillar,5117.6,2008.6
Caterpillar,5089.2,2008.7
Caterpillar,5060.8,2008.8
Caterpillar,5032.4,2008.9
Caterpillar,5004,2009
Caterpillar,4974,2009.1
Caterpillar,4944,2009.2
Caterpillar,4914,2009.3
Caterpillar,4884,2009.4
Caterpillar,4854,2009.5
Caterpillar,4824,2009.6
Caterpillar,4794,2009.7
Caterpillar,4764,2009.8
Caterpillar,4734,2009.9
Caterpillar,4704,2010
Caterpillar,4793.4,2010.1
Caterpillar,4882.8,2010.2
Caterpillar,4972.2,2010.3
Caterpillar,5061.6,2010.4
Caterpillar,5151,2010.5
Caterpillar,5240.4,2010.6
Caterpillar,5329.8,2010.7
Caterpillar,5419.2,2010.8
Caterpillar,5508.6,2010.9
Caterpillar,5598,2011
Caterpillar,5668.8,2011.1
Caterpillar,5739.6,2011.2
Caterpillar,5810.4,2011.3
Caterpillar,5881.2,2011.4
Caterpillar,5952,2011.5
Caterpillar,6022.8,2011.6
Caterpillar,6093.6,2011.7
Caterpillar,6164.4,2011.8
Caterpillar,6235.2,2011.9
Caterpillar,6306,2012
Caterpillar,6387.9,2012.1
Caterpillar,6469.8,2012.2
Caterpillar,6551.7,2012.3
Caterpillar,6633.6,2012.4
Caterpillar,6715.5,2012.5
Caterpillar,6797.4,2012.6
Caterpillar,6879.3,2012.7
Caterpillar,6961.2,2012.8
Caterpillar,7043.1,2012.9
Caterpillar,7125,2013
Caterpillar,7093.7,2013.1
Caterpillar,7062.4,2013.2
Caterpillar,7031.1,2013.3
Caterpillar,6999.8,2013.4
Caterpillar,6968.5,2013.5
Caterpillar,6937.2,2013.6
Caterpillar,6905.9,2013.7
Caterpillar,6874.6,2013.8
Caterpillar,6843.3,2013.9
Caterpillar,6812,2014
Caterpillar,6728.4,2014.1
Caterpillar,6644.8,2014.2
Caterpillar,6561.2,2014.3
Caterpillar,6477.6,2014.4
Caterpillar,6394,2014.5
Caterpillar,6310.4,2014.6
Caterpillar,6226.8,2014.7
Caterpillar,6143.2,2014.8
Caterpillar,6059.6,2014.9
Caterpillar,5976,2015
Caterpillar,5920.9,2015.1
Caterpillar,5865.8,2015.2
Caterpillar,5810.7,2015.3
Caterpillar,5755.6,2015.4
Caterpillar,5700.5,2015.5
Caterpillar,5645.4,2015.6
Caterpillar,5590.3,2015.7
Caterpillar,5535.2,2015.8
Caterpillar,5480.1,2015.9
Caterpillar,5425,2016
Caterpillar,5369.3,2016.1
Caterpillar,5313.6,2016.2
Caterpillar,5257.9,2016.3
Caterpillar,5202.2,2016.4
Caterpillar,5146.5,2016.5
Caterpillar,5090.8,2016.6
Caterpillar,5035.1,2016.7
Caterpillar,4979.4,2016.8
Caterpillar,4923.7,2016.9
Caterpillar,4868,2017
Caterpillar,4954.2,2017.1
Caterpillar,5040.4,2017.2
Caterpillar,5126.6,2017.3
Caterpillar,5212.8,2017.4
Caterpillar,5299,2017.5
Caterpillar,5385.2,2017.6
Caterpillar,5471.4,2017.7
Caterpillar,5557.6,2017.8
Caterpillar,5643.8,2017.9
Caterpillar,5730,2018
Chanel,4141,2000
Chanel,4153.4,2000.1
Chanel,4165.8,2000.2
Chanel,4178.2,2000.3
Chanel,4190.6,2000.4
Chanel,4203,2000.5
Chanel,4215.4,2000.6
Chanel,4227.8,2000.7
Chanel,4240.2,2000.8
Chanel,4252.6,2000.9
Chanel,4265,2001
Chanel,4265.7,2001.1
Chanel,4266.4,2001.2
Chanel,4267.1,2001.3
Chanel,4267.8,2001.4
Chanel,4268.5,2001.5
Chanel,4269.2,2001.6
Chanel,4269.9,2001.7
Chanel,4270.6,2001.8
Chanel,4271.3,2001.9
Chanel,4272,2002
Chanel,4276.3,2002.1
Chanel,4280.6,2002.2
Chanel,4284.9,2002.3
Chanel,4289.2,2002.4
Chanel,4293.5,2002.5
Chanel,4297.8,2002.6
Chanel,4302.1,2002.7
Chanel,4306.4,2002.8
Chanel,4310.7,2002.9
Chanel,4315,2003
Chanel,4325.1,2003.1
Chanel,4335.2,2003.2
Chanel,4345.3,2003.3
Chanel,4355.4,2003.4
Chanel,4365.5,2003.5
Chanel,4375.6,2003.6
Chanel,4385.7,2003.7
Chanel,4395.8,2003.8
Chanel,4405.9,2003.9
Chanel,4416,2004
Chanel,4452.2,2004.1
Chanel,4488.4,2004.2
Chanel,4524.6,2004.3
Chanel,4560.8,2004.4
Chanel,4597,2004.5
Chanel,4633.2,2004.6
Chanel,4669.4,2004.7
Chanel,4705.6,2004.8
Chanel,4741.8,2004.9
Chanel,4778,2005
Chanel,4815.8,2005.1
Chanel,4853.6,2005.2
Chanel,4891.4,2005.3
Chanel,4929.2,2005.4
Chanel,4967,2005.5
Chanel,5004.8,2005.6
Chanel,5042.6,2005.7
Chanel,5080.4,2005.8
Chanel,5118.2,2005.9
Chanel,5156,2006
Chanel,5223.4,2006.1
Chanel,5290.8,2006.2
Chanel,5358.2,2006.3
Chanel,5425.6,2006.4
Chanel,5493,2006.5
Chanel,5560.4,2006.6
Chanel,5627.8,2006.7
Chanel,5695.2,2006.8
Chanel,5762.6,2006.9
Chanel,5830,2007
Chanel,5882.5,2007.1
Chanel,5935,2007.2
Chanel,5987.5,2007.3
Chanel,6040,2007.4
Chanel,6092.5,2007.5
Chanel,6145,2007.6
Chanel,6197.5,2007.7
Chanel,6250,2007.8
Chanel,6302.5,2007.9
Chanel,6355,2008
Chanel,6323.5,2008.1
Chanel,6292,2008.2
Chanel,6260.5,2008.3
Chanel,6229,2008.4
Chanel,6197.5,2008.5
Chanel,6166,2008.6
Chanel,6134.5,2008.7
Chanel,6103,2008.8
Chanel,6071.5,2008.9
Chanel,NA,2009
Chanel,NA,2009.1
Chanel,NA,2009.2
Chanel,NA,2009.3
Chanel,NA,2009.4
Chanel,NA,2009.5
Chanel,NA,2009.6
Chanel,NA,2009.7
Chanel,NA,2009.8
Chanel,NA,2009.9
Chanel,NA,2010
Chanel,NA,2010.1
Chanel,NA,2010.2
Chanel,NA,2010.3
Chanel,NA,2010.4
Chanel,NA,2010.5
Chanel,NA,2010.6
Chanel,NA,2010.7
Chanel,NA,2010.8
Chanel,NA,2010.9
Chanel,NA,2011
Chanel,NA,2011.1
Chanel,NA,2011.2
Chanel,NA,2011.3
Chanel,NA,2011.4
Chanel,NA,2011.5
Chanel,NA,2011.6
Chanel,NA,2011.7
Chanel,NA,2011.8
Chanel,NA,2011.9
Chanel,NA,2012
Chanel,NA,2012.1
Chanel,NA,2012.2
Chanel,NA,2012.3
Chanel,NA,2012.4
Chanel,NA,2012.5
Chanel,NA,2012.6
Chanel,NA,2012.7
Chanel,NA,2012.8
Chanel,NA,2012.9
Chanel,NA,2013
Chanel,NA,2013.1
Chanel,NA,2013.2
Chanel,NA,2013.3
Chanel,NA,2013.4
Chanel,NA,2013.5
Chanel,NA,2013.6
Chanel,NA,2013.7
Chanel,NA,2013.8
Chanel,NA,2013.9
Chanel,NA,2014
Chanel,NA,2014.1
Chanel,NA,2014.2
Chanel,NA,2014.3
Chanel,NA,2014.4
Chanel,NA,2014.5
Chanel,NA,2014.6
Chanel,NA,2014.7
Chanel,NA,2014.8
Chanel,NA,2014.9
Chanel,NA,2015
Chanel,NA,2015.1
Chanel,NA,2015.2
Chanel,NA,2015.3
Chanel,NA,2015.4
Chanel,NA,2015.5
Chanel,NA,2015.6
Chanel,NA,2015.7
Chanel,NA,2015.8
Chanel,NA,2015.9
Chanel,NA,2016
Chanel,NA,2016.1
Chanel,NA,2016.2
Chanel,NA,2016.3
Chanel,NA,2016.4
Chanel,NA,2016.5
Chanel,NA,2016.6
Chanel,NA,2016.7
Chanel,NA,2016.8
Chanel,NA,2016.9
Chanel,NA,2017
Chanel,NA,2017.1
Chanel,NA,2017.2
Chanel,NA,2017.3
Chanel,NA,2017.4
Chanel,NA,2017.5
Chanel,NA,2017.6
Chanel,NA,2017.7
Chanel,NA,2017.8
Chanel,NA,2017.9
Chanel,20005,2018
Cisco,20067,2000
Cisco,19781.2,2000.1
Cisco,19495.4,2000.2
Cisco,19209.6,2000.3
Cisco,18923.8,2000.4
Cisco,18638,2000.5
Cisco,18352.2,2000.6
Cisco,18066.4,2000.7
Cisco,17780.6,2000.8
Cisco,17494.8,2000.9
Cisco,17209,2001
Cisco,17110.3,2001.1
Cisco,17011.6,2001.2
Cisco,16912.9,2001.3
Cisco,16814.2,2001.4
Cisco,16715.5,2001.5
Cisco,16616.8,2001.6
Cisco,16518.1,2001.7
Cisco,16419.4,2001.8
Cisco,16320.7,2001.9
Cisco,16222,2002
Cisco,16178.7,2002.1
Cisco,16135.4,2002.2
Cisco,16092.1,2002.3
Cisco,16048.8,2002.4
Cisco,16005.5,2002.5
Cisco,15962.2,2002.6
Cisco,15918.9,2002.7
Cisco,15875.6,2002.8
Cisco,15832.3,2002.9
Cisco,15789,2003
Cisco,15804.9,2003.1
Cisco,15820.8,2003.2
Cisco,15836.7,2003.3
Cisco,15852.6,2003.4
Cisco,15868.5,2003.5
Cisco,15884.4,2003.6
Cisco,15900.3,2003.7
Cisco,15916.2,2003.8
Cisco,15932.1,2003.9
Cisco,15948,2004
Cisco,16012.4,2004.1
Cisco,16076.8,2004.2
Cisco,16141.2,2004.3
Cisco,16205.6,2004.4
Cisco,16270,2004.5
Cisco,16334.4,2004.6
Cisco,16398.8,2004.7
Cisco,16463.2,2004.8
Cisco,16527.6,2004.9
Cisco,16592,2005
Cisco,16686,2005.1
Cisco,16780,2005.2
Cisco,16874,2005.3
Cisco,16968,2005.4
Cisco,17062,2005.5
Cisco,17156,2005.6
Cisco,17250,2005.7
Cisco,17344,2005.8
Cisco,17438,2005.9
Cisco,17532,2006
Cisco,17688.7,2006.1
Cisco,17845.4,2006.2
Cisco,18002.1,2006.3
Cisco,18158.8,2006.4
Cisco,18315.5,2006.5
Cisco,18472.2,2006.6
Cisco,18628.9,2006.7
Cisco,18785.6,2006.8
Cisco,18942.3,2006.9
Cisco,19099,2007
Cisco,19319.7,2007.1
Cisco,19540.4,2007.2
Cisco,19761.1,2007.3
Cisco,19981.8,2007.4
Cisco,20202.5,2007.5
Cisco,20423.2,2007.6
Cisco,20643.9,2007.7
Cisco,20864.6,2007.8
Cisco,21085.3,2007.9
Cisco,21306,2008
Cisco,21378.4,2008.1
Cisco,21450.8,2008.2
Cisco,21523.2,2008.3
Cisco,21595.6,2008.4
Cisco,21668,2008.5
Cisco,21740.4,2008.6
Cisco,21812.8,2008.7
Cisco,21885.2,2008.8
Cisco,21957.6,2008.9
Cisco,22030,2009
Cisco,22148.9,2009.1
Cisco,22267.8,2009.2
Cisco,22386.7,2009.3
Cisco,22505.6,2009.4
Cisco,22624.5,2009.5
Cisco,22743.4,2009.6
Cisco,22862.3,2009.7
Cisco,22981.2,2009.8
