name,value,year,lastValue
Chanel,,2017.2,NA
Chanel,,2017.3,NA
Chanel,,2017.4,NA
Chanel,,2017.5,NA
Chanel,,2017.6,NA
Chanel,,2017.7,NA
Chanel,,2017.8,NA
Chanel,,2017.9,NA
Chanel,,2018,NA
Cisco,,2000,20067
Cisco,,2000.1,20067
Cisco,,2000.2,19781.2
Cisco,,2000.3,19495.4
Cisco,,2000.4,19209.6
Cisco,,2000.5,18923.8
Cisco,,2000.6,18638
Cisco,,2000.7,18352.2
Cisco,,2000.8,18066.4
Cisco,,2000.9,17780.6
Cisco,,2001,17494.8
Cisco,,2001.1,17209
Cisco,,2001.2,17110.3
Cisco,,2001.3,17011.6
Cisco,,2001.4,16912.9
Cisco,,2001.5,16814.2
Cisco,,2001.6,16715.5
Cisco,,2001.7,16616.8
Cisco,,2001.8,16518.1
Cisco,,2001.9,16419.4
Cisco,,2002,16320.7
Cisco,,2002.1,16222
Cisco,,2002.2,16178.7
Cisco,,2002.3,16135.4
Cisco,,2002.4,16092.1
Cisco,,2002.5,16048.8
Cisco,,2002.6,16005.5
Cisco,,2002.7,15962.2
Cisco,,2002.8,15918.9
Cisco,,2002.9,15875.6
Cisco,,2003,15832.3
Cisco,,2003.1,15789
Cisco,,2003.2,15804.9
Cisco,,2003.3,15820.8
Cisco,,2003.4,15836.7
Cisco,,2003.5,15852.6
Cisco,,2003.6,15868.5
Cisco,,2003.7,15884.4
Cisco,,2003.8,15900.3
Cisco,,2003.9,15916.2
Cisco,,2004,15932.1
Cisco,,2004.1,15948
Cisco,,2004.2,16012.4
Cisco,,2004.3,16076.8
Cisco,,2004.4,16141.2
Cisco,,2004.5,16205.6
Cisco,,2004.6,16270
Cisco,,2004.7,16334.4
Cisco,,2004.8,16398.8
Cisco,,2004.9,16463.2
Cisco,,2005,16527.6
Cisco,,2005.1,16592
Cisco,,2005.2,16686
Cisco,,2005.3,16780
Cisco,,2005.4,16874
Cisco,,2005.5,16968
Cisco,,2005.6,17062
Cisco,,2005.7,17156
Cisco,,2005.8,17250
Cisco,,2005.9,17344
Cisco,,2006,17438
Cisco,,2006.1,17532
Cisco,,2006.2,17688.7
Cisco,,2006.3,17845.4
Cisco,,2006.4,18002.1
Cisco,,2006.5,18158.8
Cisco,,2006.6,18315.5
Cisco,,2006.7,18472.2
Cisco,,2006.8,18628.9
Cisco,,2006.9,18785.6
Cisco,,2007,18942.3
Cisco,,2007.1,19099
Cisco,,2007.2,19319.7
Cisco,,2007.3,19540.4
Cisco,,2007.4,19761.1
Cisco,,2007.5,19981.8
Cisco,,2007.6,20202.5
Cisco,,2007.7,20423.2
Cisco,,2007.8,20643.9
Cisco,,2007.9,20864.6
Cisco,,2008,21085.3
Cisco,,2008.1,21306
Cisco,,2008.2,21378.4
Cisco,,2008.3,21450.8
Cisco,,2008.4,21523.2
Cisco,,2008.5,21595.6
Cisco,,2008.6,21668
Cisco,,2008.7,21740.4
Cisco,,2008.8,21812.8
Cisco,,2008.9,21885.2
Cisco,,2009,21957.6
Cisco,,2009.1,22030
Cisco,,2009.2,22148.9
Cisco,,2009.3,22267.8
Cisco,,2009.4,22386.7
Cisco,,2009.5,22505.6
Cisco,,2009.6,22624.5
Cisco,,2009.7,22743.4
Cisco,,2009.8,22862.3
Cisco,,2009.9,22981.2
Cisco,,2010,23100.1
Cisco,,2010.1,23219
Cisco,,2010.2,23428
Cisco,,2010.3,23637
Cisco,,2010.4,23846
Cisco,,2010.5,24055
Cisco,,2010.6,24264
Cisco,,2010.7,24473
Cisco,,2010.8,24682
Cisco,,2010.9,24891
Cisco,,2011,25100
Cisco,,2011.1,25309
Cisco,,2011.2,25497.8
Cisco,,2011.3,25686.6
Cisco,,2011.4,25875.4
Cisco,,2011.5,26064.2
Cisco,,2011.6,26253
Cisco,,2011.7,26441.8
Cisco,,2011.8,26630.6
Cisco,,2011.9,26819.4
Cisco,,2012,27008.2
Cisco,,2012.1,27197
Cisco,,2012.2,27382.6
Cisco,,2012.3,27568.2
Cisco,,2012.4,27753.8
Cisco,,2012.5,27939.4
Cisco,,2012.6,28125
Cisco,,2012.7,28310.6
Cisco,,2012.8,28496.2
Cisco,,2012.9,28681.8
Cisco,,2013,28867.4
Cisco,,2013.1,29053
Cisco,,2013.2,29241.3
Cisco,,2013.3,29429.6
Cisco,,2013.4,29617.9
Cisco,,2013.5,29806.2
Cisco,,2013.6,29994.5
Cisco,,2013.7,30182.8
Cisco,,2013.8,30371.1
Cisco,,2013.9,30559.4
Cisco,,2014,30747.7
Cisco,,2014.1,30936
Cisco,,2014.2,30827.8
Cisco,,2014.3,30719.6
Cisco,,2014.4,30611.4
Cisco,,2014.5,30503.2
Cisco,,2014.6,30395
Cisco,,2014.7,30286.8
Cisco,,2014.8,30178.6
Cisco,,2014.9,30070.4
Cisco,,2015,29962.2
Cisco,,2015.1,29854
Cisco,,2015.2,29963.4
Cisco,,2015.3,30072.8
Cisco,,2015.4,30182.2
Cisco,,2015.5,30291.6
Cisco,,2015.6,30401
Cisco,,2015.7,30510.4
Cisco,,2015.8,30619.8
Cisco,,2015.9,30729.2
Cisco,,2016,30838.6
Cisco,,2016.1,30948
Cisco,,2016.2,31046.2
Cisco,,2016.3,31144.4
Cisco,,2016.4,31242.6
Cisco,,2016.5,31340.8
Cisco,,2016.6,31439
Cisco,,2016.7,31537.2
Cisco,,2016.8,31635.4
Cisco,,2016.9,31733.6
Cisco,,2017,31831.8
Cisco,,2017.1,31930
Cisco,,2017.2,32194.5
Cisco,,2017.3,32459
Cisco,,2017.4,32723.5
Cisco,,2017.5,32988
Cisco,,2017.6,33252.5
Cisco,,2017.7,33517
Cisco,,2017.8,33781.5
Cisco,,2017.9,34046
Cisco,,2018,34310.5
Citi,,2000,18809
Citi,,2000.1,18809
Citi,,2000.2,18828.6
Citi,,2000.3,18848.2
Citi,,2000.4,18867.8
Citi,,2000.5,18887.4
Citi,,2000.6,18907
Citi,,2000.7,18926.6
Citi,,2000.8,18946.2
Citi,,2000.9,18965.8
Citi,,2001,18985.4
Citi,,2001.1,19005
Citi,,2001.2,18911.1
Citi,,2001.3,18817.2
Citi,,2001.4,18723.3
Citi,,2001.5,18629.4
Citi,,2001.6,18535.5
Citi,,2001.7,18441.6
Citi,,2001.8,18347.7
Citi,,2001.9,18253.8
Citi,,2002,18159.9
Citi,,2002.1,18066
Citi,,2002.2,18116.5
Citi,,2002.3,18167
Citi,,2002.4,18217.5
Citi,,2002.5,18268
Citi,,2002.6,18318.5
Citi,,2002.7,18369
Citi,,2002.8,18419.5
Citi,,2002.9,18470
Citi,,2003,18520.5
Citi,,2003.1,18571
Citi,,2003.2,18711
Citi,,2003.3,18851
Citi,,2003.4,18991
Citi,,2003.5,19131
Citi,,2003.6,19271
Citi,,2003.7,19411
Citi,,2003.8,19551
Citi,,2003.9,19691
Citi,,2004,19831
Citi,,2004.1,19971
Citi,,2004.2,19970.6
Citi,,2004.3,19970.2
Citi,,2004.4,19969.8
Citi,,2004.5,19969.4
Citi,,2004.6,19969
Citi,,2004.7,19968.6
Citi,,2004.8,19968.2
Citi,,2004.9,19967.8
Citi,,2005,19967.4
Citi,,2005.1,19967
Citi,,2005.2,20116.1
Citi,,2005.3,20265.2
Citi,,2005.4,20414.3
Citi,,2005.5,20563.4
Citi,,2005.6,20712.5
Citi,,2005.7,20861.6
Citi,,2005.8,21010.7
Citi,,2005.9,21159.8
Citi,,2006,21308.9
Citi,,2006.1,21458
Citi,,2006.2,21656.4
Citi,,2006.3,21854.8
Citi,,2006.4,22053.2
Citi,,2006.5,22251.6
Citi,,2006.6,22450
Citi,,2006.7,22648.4
Citi,,2006.8,22846.8
Citi,,2006.9,23045.2
Citi,,2007,23243.6
Citi,,2007.1,23442
Citi,,2007.2,23115.2
Citi,,2007.3,22788.4
Citi,,2007.4,22461.6
Citi,,2007.5,22134.8
Citi,,2007.6,21808
Citi,,2007.7,21481.2
Citi,,2007.8,21154.4
Citi,,2007.9,20827.6
Citi,,2008,20500.8
Citi,,2008.1,20174
Citi,,2008.2,19182
Citi,,2008.3,18190
Citi,,2008.4,17198
Citi,,2008.5,16206
Citi,,2008.6,15214
Citi,,2008.7,14222
Citi,,2008.8,13230
Citi,,2008.9,12238
Citi,,2009,11246
Citi,,2009.1,10254
Citi,,2009.2,10117.3
Citi,,2009.3,9980.6
Citi,,2009.4,9843.9
Citi,,2009.5,9707.2
Citi,,2009.6,9570.5
Citi,,2009.7,9433.8
Citi,,2009.8,9297.1
Citi,,2009.9,9160.4
Citi,,2010,9023.7
Citi,,2010.1,8887
Citi,,2010.2,8860.3
Citi,,2010.3,8833.6
Citi,,2010.4,8806.9
Citi,,2010.5,8780.2
Citi,,2010.6,8753.5
Citi,,2010.7,8726.8
Citi,,2010.8,8700.1
Citi,,2010.9,8673.4
Citi,,2011,8646.7
Citi,,2011.1,8620
Citi,,2011.2,8515
Citi,,2011.3,8410
Citi,,2011.4,8305
Citi,,2011.5,8200
Citi,,2011.6,8095
Citi,,2011.7,7990
Citi,,2011.8,7885
Citi,,2011.9,7780
Citi,,2012,7675
Citi,,2012.1,7570
Citi,,2012.2,7610.3
Citi,,2012.3,7650.6
Citi,,2012.4,7690.9
Citi,,2012.5,7731.2
Citi,,2012.6,7771.5
Citi,,2012.7,7811.8
Citi,,2012.8,7852.1
Citi,,2012.9,7892.4
Citi,,2013,7932.7
Citi,,2013.1,7973
Citi,,2013.2,8049.4
Citi,,2013.3,8125.8
Citi,,2013.4,8202.2
Citi,,2013.5,8278.6
Citi,,2013.6,8355
Citi,,2013.7,8431.4
Citi,,2013.8,8507.8
Citi,,2013.9,8584.2
Citi,,2014,8660.6
Citi,,2014.1,8737
Citi,,2014.2,8841.7
Citi,,2014.3,8946.4
Citi,,2014.4,9051.1
Citi,,2014.5,9155.8
Citi,,2014.6,9260.5
Citi,,2014.7,9365.2
Citi,,2014.8,9469.9
Citi,,2014.9,9574.6
Citi,,2015,9679.3
Citi,,2015.1,9784
Citi,,2015.2,9833.2
Citi,,2015.3,9882.4
Citi,,2015.4,9931.6
Citi,,2015.5,9980.8
Citi,,2015.6,10030
Citi,,2015.7,10079.2
Citi,,2015.8,10128.4
Citi,,2015.9,10177.6
Citi,,2016,10226.8
Citi,,2016.1,10276
Citi,,2016.2,10308.3
Citi,,2016.3,10340.6
Citi,,2016.4,10372.9
Citi,,2016.5,10405.2
Citi,,2016.6,10437.5
Citi,,2016.7,10469.8
Citi,,2016.8,10502.1
Citi,,2016.9,10534.4
Citi,,2017,10566.7
Citi,,2017.1,10599
Citi,,2017.2,10696.8
Citi,,2017.3,10794.6
Citi,,2017.4,10892.4
Citi,,2017.5,10990.2
Citi,,2017.6,11088
Citi,,2017.7,11185.8
Citi,,2017.8,11283.6
Citi,,2017.9,11381.4
Citi,,2018,11479.2
Coca-Cola,,2000,72537
Coca-Cola,,2000.1,72537
Coca-Cola,,2000.2,72177.8
Coca-Cola,,2000.3,71818.6
Coca-Cola,,2000.4,71459.4
Coca-Cola,,2000.5,71100.2
Coca-Cola,,2000.6,70741
Coca-Cola,,2000.7,70381.8
Coca-Cola,,2000.8,70022.6
Coca-Cola,,2000.9,69663.4
Coca-Cola,,2001,69304.2
Coca-Cola,,2001.1,68945
Coca-Cola,,2001.2,69014.2
Coca-Cola,,2001.3,69083.4
Coca-Cola,,2001.4,69152.6
Coca-Cola,,2001.5,69221.8
Coca-Cola,,2001.6,69291
Coca-Cola,,2001.7,69360.2
Coca-Cola,,2001.8,69429.4
Coca-Cola,,2001.9,69498.6
Coca-Cola,,2002,69567.8
Coca-Cola,,2002.1,69637
Coca-Cola,,2002.2,69718.6
Coca-Cola,,2002.3,69800.2
Coca-Cola,,2002.4,69881.8
Coca-Cola,,2002.5,69963.4
Coca-Cola,,2002.6,70045
Coca-Cola,,2002.7,70126.6
Coca-Cola,,2002.8,70208.2
Coca-Cola,,2002.9,70289.8
Coca-Cola,,2003,70371.4
Coca-Cola,,2003.1,70453
Coca-Cola,,2003.2,70147.1
Coca-Cola,,2003.3,69841.2
Coca-Cola,,2003.4,69535.3
Coca-Cola,,2003.5,69229.4
Coca-Cola,,2003.6,68923.5
Coca-Cola,,2003.7,68617.6
Coca-Cola,,2003.8,68311.7
Coca-Cola,,2003.9,68005.8
Coca-Cola,,2004,67699.9
Coca-Cola,,2004.1,67394
Coca-Cola,,2004.2,67407.1
Coca-Cola,,2004.3,67420.2
Coca-Cola,,2004.4,67433.3
Coca-Cola,,2004.5,67446.4
Coca-Cola,,2004.6,67459.5
Coca-Cola,,2004.7,67472.6
Coca-Cola,,2004.8,67485.7
Coca-Cola,,2004.9,67498.8
Coca-Cola,,2005,67511.9
Coca-Cola,,2005.1,67525
Coca-Cola,,2005.2,67472.5
Coca-Cola,,2005.3,67420
Coca-Cola,,2005.4,67367.5
Coca-Cola,,2005.5,67315
Coca-Cola,,2005.6,67262.5
Coca-Cola,,2005.7,67210
Coca-Cola,,2005.8,67157.5
Coca-Cola,,2005.9,67105
Coca-Cola,,2006,67052.5
Coca-Cola,,2006.1,67000
Coca-Cola,,2006.2,66832.4
Coca-Cola,,2006.3,66664.8
Coca-Cola,,2006.4,66497.2
Coca-Cola,,2006.5,66329.6
Coca-Cola,,2006.6,66162
Coca-Cola,,2006.7,65994.4
Coca-Cola,,2006.8,65826.8
Coca-Cola,,2006.9,65659.2
Coca-Cola,,2007,65491.6
Coca-Cola,,2007.1,65324
Coca-Cola,,2007.2,65458.3
Coca-Cola,,2007.3,65592.6
Coca-Cola,,2007.4,65726.9
Coca-Cola,,2007.5,65861.2
Coca-Cola,,2007.6,65995.5
Coca-Cola,,2007.7,66129.8
Coca-Cola,,2007.8,66264.1
Coca-Cola,,2007.9,66398.4
Coca-Cola,,2008,66532.7
Coca-Cola,,2008.1,66667
Coca-Cola,,2008.2,66873.7
Coca-Cola,,2008.3,67080.4
Coca-Cola,,2008.4,67287.1
Coca-Cola,,2008.5,67493.8
Coca-Cola,,2008.6,67700.5
Coca-Cola,,2008.7,67907.2
Coca-Cola,,2008.8,68113.9
Coca-Cola,,2008.9,68320.6
Coca-Cola,,2009,68527.3
Coca-Cola,,2009.1,68734
Coca-Cola,,2009.2,68905.8
Coca-Cola,,2009.3,69077.6
Coca-Cola,,2009.4,69249.4
Coca-Cola,,2009.5,69421.2
Coca-Cola,,2009.6,69593
Coca-Cola,,2009.7,69764.8
Coca-Cola,,2009.8,69936.6
Coca-Cola,,2009.9,70108.4
Coca-Cola,,2010,70280.2
Coca-Cola,,2010.1,70452
Coca-Cola,,2010.2,70592.9
Coca-Cola,,2010.3,70733.8
Coca-Cola,,2010.4,70874.7
Coca-Cola,,2010.5,71015.6
Coca-Cola,,2010.6,71156.5
Coca-Cola,,2010.7,71297.4
Coca-Cola,,2010.8,71438.3
Coca-Cola,,2010.9,71579.2
Coca-Cola,,2011,71720.1
Coca-Cola,,2011.1,71861
Coca-Cola,,2011.2,72458.8
Coca-Cola,,2011.3,73056.6
Coca-Cola,,2011.4,73654.4
Coca-Cola,,2011.5,74252.2
Coca-Cola,,2011.6,74850
Coca-Cola,,2011.7,75447.8
Coca-Cola,,2011.8,76045.6
Coca-Cola,,2011.9,76643.4
Coca-Cola,,2012,77241.2
Coca-Cola,,2012.1,77839
Coca-Cola,,2012.2,77976.4
Coca-Cola,,2012.3,78113.8
Coca-Cola,,2012.4,78251.2
Coca-Cola,,2012.5,78388.6
Coca-Cola,,2012.6,78526
Coca-Cola,,2012.7,78663.4
Coca-Cola,,2012.8,78800.8
Coca-Cola,,2012.9,78938.2
Coca-Cola,,2013,79075.6
Coca-Cola,,2013.1,79213
Coca-Cola,,2013.2,79448
Coca-Cola,,2013.3,79683
Coca-Cola,,2013.4,79918
Coca-Cola,,2013.5,80153
Coca-Cola,,2013.6,80388
Coca-Cola,,2013.7,80623
Coca-Cola,,2013.8,80858
Coca-Cola,,2013.9,81093
Coca-Cola,,2014,81328
Coca-Cola,,2014.1,81563
Coca-Cola,,2014.2,81249
Coca-Cola,,2014.3,80935
Coca-Cola,,2014.4,80621
Coca-Cola,,2014.5,80307
Coca-Cola,,2014.6,79993
Coca-Cola,,2014.7,79679
Coca-Cola,,2014.8,79365
Coca-Cola,,2014.9,79051
Coca-Cola,,2015,78737
Coca-Cola,,2015.1,78423
Coca-Cola,,2015.2,77890.9
Coca-Cola,,2015.3,77358.8
Coca-Cola,,2015.4,76826.7
Coca-Cola,,2015.5,76294.6
Coca-Cola,,2015.6,75762.5
Coca-Cola,,2015.7,75230.4
Coca-Cola,,2015.8,74698.3
Coca-Cola,,2015.9,74166.2
Coca-Cola,,2016,73634.1
Coca-Cola,,2016.1,73102
Coca-Cola,,2016.2,72765.1
Coca-Cola,,2016.3,72428.2
Coca-Cola,,2016.4,72091.3
Coca-Cola,,2016.5,71754.4
Coca-Cola,,2016.6,71417.5
Coca-Cola,,2016.7,71080.6
Coca-Cola,,2016.8,70743.7
Coca-Cola,,2016.9,70406.8
Coca-Cola,,2017,70069.9
Coca-Cola,,2017.1,69733
Coca-Cola,,2017.2,69393.8
Coca-Cola,,2017.3,69054.6
Coca-Cola,,2017.4,68715.4
Coca-Cola,,2017.5,68376.2
Coca-Cola,,2017.6,68037
Coca-Cola,,2017.7,67697.8
Coca-Cola,,2017.8,67358.6
Coca-Cola,,2017.9,67019.4
Coca-Cola,,2018,66680.2
Colgate,,2000,4417
Colgate,,2000.1,4417
Colgate,,2000.2,4432.5
Colgate,,2000.3,4448
Colgate,,2000.4,4463.5
Colgate,,2000.5,4479
Colgate,,2000.6,4494.5
Colgate,,2000.7,4510
Colgate,,2000.8,4525.5
Colgate,,2000.9,4541
Colgate,,2001,4556.5
Colgate,,2001.1,4572
Colgate,,2001.2,4575
Colgate,,2001.3,4578
Colgate,,2001.4,4581
Colgate,,2001.5,4584
Colgate,,2001.6,4587
Colgate,,2001.7,4590
Colgate,,2001.8,4593
Colgate,,2001.9,4596
Colgate,,2002,4599
Colgate,,2002.1,4602
Colgate,,2002.2,4610.4
Colgate,,2002.3,4618.8
Colgate,,2002.4,4627.2
Colgate,,2002.5,4635.6
Colgate,,2002.6,4644
Colgate,,2002.7,4652.4
Colgate,,2002.8,4660.8
Colgate,,2002.9,4669.2
Colgate,,2003,4677.6
Colgate,,2003.1,4686
Colgate,,2003.2,4710.3
Colgate,,2003.3,4734.6
Colgate,,2003.4,4758.9
Colgate,,2003.5,4783.2
Colgate,,2003.6,4807.5
Colgate,,2003.7,4831.8
Colgate,,2003.8,4856.1
Colgate,,2003.9,4880.4
Colgate,,2004,4904.7
Colgate,,2004.1,4929
Colgate,,2004.2,4954.7
Colgate,,2004.3,4980.4
Colgate,,2004.4,5006.1
Colgate,,2004.5,5031.8
Colgate,,2004.6,5057.5
Colgate,,2004.7,5083.2
Colgate,,2004.8,5108.9
Colgate,,2004.9,5134.6
Colgate,,2005,5160.3
Colgate,,2005.1,5186
Colgate,,2005.2,5230.7
Colgate,,2005.3,5275.4
Colgate,,2005.4,5320.1
Colgate,,2005.5,5364.8
Colgate,,2005.6,5409.5
Colgate,,2005.7,5454.2
Colgate,,2005.8,5498.9
Colgate,,2005.9,5543.6
Colgate,,2006,5588.3
Colgate,,2006.1,5633
Colgate,,2006.2,5672.2
Colgate,,2006.3,5711.4
Colgate,,2006.4,5750.6
Colgate,,2006.5,5789.8
Colgate,,2006.6,5829
Colgate,,2006.7,5868.2
Colgate,,2006.8,5907.4
Colgate,,2006.9,5946.6
Colgate,,2007,5985.8
Colgate,,2007.1,6025
Colgate,,2007.2,6066.2
Colgate,,2007.3,6107.4
Colgate,,2007.4,6148.6
Colgate,,2007.5,6189.8
Colgate,,2007.6,6231
Colgate,,2007.7,6272.2
Colgate,,2007.8,6313.4
Colgate,,2007.9,6354.6
Colgate,,2008,6395.8
Colgate,,2008.1,6437
Colgate,,2008.2,6448.3
Colgate,,2008.3,6459.6
Colgate,,2008.4,6470.9
Colgate,,2008.5,6482.2
Colgate,,2008.6,6493.5
Colgate,,2008.7,6504.8
Colgate,,2008.8,6516.1
Colgate,,2008.9,6527.4
Colgate,,2009,6538.7
Colgate,,2009.1,6550
Colgate,,2009.2,6586.9
Colgate,,2009.3,6623.8
Colgate,,2009.4,6660.7
Colgate,,2009.5,6697.6
Colgate,,2009.6,6734.5
Colgate,,2009.7,6771.4
Colgate,,2009.8,6808.3
Colgate,,2009.9,6845.2
Colgate,,2010,6882.1
Colgate,,2010.1,6919
Colgate,,2010.2,6939.8
Colgate,,2010.3,6960.6
Colgate,,2010.4,6981.4
Colgate,,2010.5,7002.2
Colgate,,2010.6,7023
Colgate,,2010.7,7043.8
Colgate,,2010.8,7064.6
Colgate,,2010.9,7085.4
Colgate,,2011,7106.2
Colgate,,2011.1,7127
Colgate,,2011.2,7178.6
Colgate,,2011.3,7230.2
Colgate,,2011.4,7281.8
Colgate,,2011.5,7333.4
Colgate,,2011.6,7385
Colgate,,2011.7,7436.6
Colgate,,2011.8,7488.2
Colgate,,2011.9,7539.8
Colgate,,2012,7591.4
Colgate,,2012.1,7643
Colgate,,2012.2,7662
Colgate,,2012.3,7681
Colgate,,2012.4,7700
Colgate,,2012.5,7719
Colgate,,2012.6,7738
Colgate,,2012.7,7757
Colgate,,2012.8,7776
Colgate,,2012.9,7795
Colgate,,2013,7814
Colgate,,2013.1,7833
Colgate,,2013.2,7871.2
Colgate,,2013.3,7909.4
Colgate,,2013.4,7947.6
Colgate,,2013.5,7985.8
Colgate,,2013.6,8024
Colgate,,2013.7,8062.2
Colgate,,2013.8,8100.4
Colgate,,2013.9,8138.6
Colgate,,2014,8176.8
Colgate,,2014.1,8215
Colgate,,2014.2,8239.9
Colgate,,2014.3,8264.8
Colgate,,2014.4,8289.7
Colgate,,2014.5,8314.6
Colgate,,2014.6,8339.5
Colgate,,2014.7,8364.4
Colgate,,2014.8,8389.3
Colgate,,2014.9,8414.2
Colgate,,2015,8439.1
Colgate,,2015.1,8464
Colgate,,2015.2,8458.9
Colgate,,2015.3,8453.8
Colgate,,2015.4,8448.7
Colgate,,2015.5,8443.6
Colgate,,2015.6,8438.5
Colgate,,2015.7,8433.4
Colgate,,2015.8,8428.3
Colgate,,2015.9,8423.2
Colgate,,2016,8418.1
Colgate,,2016.1,8413
Colgate,,2016.2,8404.2
Colgate,,2016.3,8395.4
Colgate,,2016.4,8386.6
Colgate,,2016.5,8377.8
Colgate,,2016.6,8369
Colgate,,2016.7,8360.2
Colgate,,2016.8,8351.4
Colgate,,2016.9,8342.6
Colgate,,2017,8333.8
Colgate,,2017.1,8325
Colgate,,2017.2,8358.4
Colgate,,2017.3,8391.8
Colgate,,2017.4,8425.2
Colgate,,2017.5,8458.6
Colgate,,2017.6,8492
Colgate,,2017.7,8525.4
Colgate,,2017.8,8558.8
Colgate,,2017.9,8592.2
Colgate,,2018,8625.6
Corona,,2000,NA
Corona,,2000.1,NA
Corona,,2000.2,NA
Corona,,2000.3,NA
Corona,,2000.4,NA
Corona,,2000.5,NA
Corona,,2000.6,NA
Corona,,2000.7,NA
Corona,,2000.8,NA
Corona,,2000.9,NA
Corona,,2001,NA
Corona,,2001.1,NA
Corona,,2001.2,NA
Corona,,2001.3,NA
Corona,,2001.4,NA
Corona,,2001.5,NA
Corona,,2001.6,NA
Corona,,2001.7,NA
Corona,,2001.8,NA
Corona,,2001.9,NA
Corona,,2002,NA
Corona,,2002.1,NA
Corona,,2002.2,NA
Corona,,2002.3,NA
Corona,,2002.4,NA
Corona,,2002.5,NA
Corona,,2002.6,NA
Corona,,2002.7,NA
Corona,,2002.8,NA
Corona,,2002.9,NA
Corona,,2003,NA
Corona,,2003.1,NA
Corona,,2003.2,NA
Corona,,2003.3,NA
Corona,,2003.4,NA
Corona,,2003.5,NA
Corona,,2003.6,NA
Corona,,2003.7,NA
Corona,,2003.8,NA
Corona,,2003.9,NA
Corona,,2004,NA
Corona,,2004.1,NA
Corona,,2004.2,NA
Corona,,2004.3,NA
Corona,,2004.4,NA
Corona,,2004.5,NA
Corona,,2004.6,NA
Corona,,2004.7,NA
Corona,,2004.8,NA
Corona,,2004.9,NA
Corona,,2005,NA
Corona,,2005.1,NA
Corona,,2005.2,NA
Corona,,2005.3,NA
Corona,,2005.4,NA
Corona,,2005.5,NA
Corona,,2005.6,NA
Corona,,2005.7,NA
Corona,,2005.8,NA
Corona,,2005.9,NA
Corona,,2006,NA
Corona,,2006.1,NA
Corona,,2006.2,NA
Corona,,2006.3,NA
Corona,,2006.4,NA
Corona,,2006.5,NA
Corona,,2006.6,NA
Corona,,2006.7,NA
Corona,,2006.8,NA
Corona,,2006.9,NA
Corona,,2007,NA
Corona,,2007.1,NA
Corona,,2007.2,NA
Corona,,2007.3,NA
Corona,,2007.4,NA
Corona,,2007.5,NA
Corona,,2007.6,NA
Corona,,2007.7,NA
Corona,,2007.8,NA
Corona,,2007.9,NA
Corona,,2008,NA
Corona,,2008.1,NA
Corona,,2008.2,NA
Corona,,2008.3,NA
Corona,,2008.4,NA
Corona,,2008.5,NA
Corona,,2008.6,NA
Corona,,2008.7,NA
Corona,,2008.8,NA
Corona,,2008.9,NA
Corona,,2009,NA
Corona,,2009.1,NA
Corona,,2009.2,NA
Corona,,2009.3,NA
Corona,,2009.4,NA
Corona,,2009.5,NA
Corona,,2009.6,NA
Corona,,2009.7,NA
Corona,,2009.8,NA
Corona,,2009.9,NA
Corona,,2010,3847
Corona,,2010.1,3847
Corona,,2010.2,3854.7
Corona,,2010.3,3862.4
Corona,,2010.4,3870.1
Corona,,2010.5,3877.8
Corona,,2010.6,3885.5
Corona,,2010.7,3893.2
Corona,,2010.8,3900.9
Corona,,2010.9,3908.6
Corona,,2011,3916.3
Corona,,2011.1,3924
Corona,,2011.2,3937.7
Corona,,2011.3,3951.4
Corona,,2011.4,3965.1
Corona,,2011.5,3978.8
Corona,,2011.6,3992.5
Corona,,2011.7,4006.2
Corona,,2011.8,4019.9
Corona,,2011.9,4033.6
Corona,,2012,4047.3
Corona,,2012.1,4061
Corona,,2012.2,4082.5
Corona,,2012.3,4104
Corona,,2012.4,4125.5
Corona,,2012.5,4147
Corona,,2012.6,4168.5
Corona,,2012.7,4190
Corona,,2012.8,4211.5
Corona,,2012.9,4233
Corona,,2013,4254.5
Corona,,2013.1,4276
Corona,,2013.2,4287.1
Corona,,2013.3,4298.2
Corona,,2013.4,4309.3
Corona,,2013.5,4320.4
Corona,,2013.6,4331.5
Corona,,2013.7,4342.6
Corona,,2013.8,4353.7
Corona,,2013.9,4364.8
Corona,,2014,4375.9
Corona,,2014.1,4387
Corona,,2014.2,4393.9
Corona,,2014.3,4400.8
Corona,,2014.4,4407.7
Corona,,2014.5,4414.6
Corona,,2014.6,4421.5
Corona,,2014.7,4428.4
Corona,,2014.8,4435.3
Corona,,2014.9,4442.2
Corona,,2015,4449.1
Corona,,2015.1,4456
Corona,,2015.2,4461.3
Corona,,2015.3,4466.6
Corona,,2015.4,4471.9
Corona,,2015.5,4477.2
Corona,,2015.6,4482.5
Corona,,2015.7,4487.8
Corona,,2015.8,4493.1
Corona,,2015.9,4498.4
Corona,,2016,4503.7
Corona,,2016.1,4509
Corona,,2016.2,4535.7
Corona,,2016.3,4562.4
Corona,,2016.4,4589.1
Corona,,2016.5,4615.8
Corona,,2016.6,4642.5
Corona,,2016.7,4669.2
Corona,,2016.8,4695.9
Corona,,2016.9,4722.6
Corona,,2017,4749.3
Corona,,2017.1,4776
Corona,,2017.2,4850.1
Corona,,2017.3,4924.2
Corona,,2017.4,4998.3
Corona,,2017.5,5072.4
Corona,,2017.6,5146.5
Corona,,2017.7,5220.6
Corona,,2017.8,5294.7
Corona,,2017.9,5368.8
Corona,,2018,5442.9
Danone,,2000,NA
Danone,,2000.1,NA
