name,value,year,lastValue
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,NA,,NA
3M,3586,,3586
3M,3621.9,,3586
3M,3657.8,,3621.9
3M,3693.7,,3657.8
3M,3729.6,,3693.7
3M,3765.5,,3729.6
3M,3801.4,,3765.5
3M,3837.3,,3801.4
3M,3873.2,,3837.3
3M,3909.1,,3873.2
3M,3945,,3909.1
3M,4016.1,,3945
3M,4087.2,,4016.1
3M,4158.3,,4087.2
3M,4229.4,,4158.3
3M,4300.5,,4229.4
3M,4371.6,,4300.5
3M,4442.7,,4371.6
3M,4513.8,,4442.7
3M,4584.9,,4513.8
3M,4656,,4584.9
3M,4731.7,,4656
3M,4807.4,,4731.7
3M,4883.1,,4807.4
3M,4958.8,,4883.1
3M,5034.5,,4958.8
3M,5110.2,,5034.5
3M,5185.9,,5110.2
3M,5261.6,,5185.9
3M,5337.3,,5261.6
3M,5413,,5337.3
3M,5489.4,,5413
3M,5565.8,,5489.4
3M,5642.2,,5565.8
3M,5718.6,,5642.2
3M,5795,,5718.6
3M,5871.4,,5795
3M,5947.8,,5871.4
3M,6024.2,,5947.8
3M,6100.6,,6024.2
3M,6177,,6100.6
3M,6283.6,,6177
3M,6390.2,,6283.6
3M,6496.8,,6390.2
3M,6603.4,,6496.8
3M,6710,,6603.4
3M,6816.6,,6710
3M,6923.2,,6816.6
3M,7029.8,,6923.2
3M,7136.4,,7029.8
3M,7243,,7136.4
3M,7338.6,,7243
3M,7434.2,,7338.6
3M,7529.8,,7434.2
3M,7625.4,,7529.8
3M,7721,,7625.4
3M,7816.6,,7721
3M,7912.2,,7816.6
3M,8007.8,,7912.2
3M,8103.4,,8007.8
3M,8199,,8103.4
3M,8273.8,,8199
3M,8348.6,,8273.8
3M,8423.4,,8348.6
3M,8498.2,,8423.4
3M,8573,,8498.2
3M,8647.8,,8573
3M,8722.6,,8647.8
3M,8797.4,,8722.6
3M,8872.2,,8797.4
3M,8947,,8872.2
3M,8962.7,,8947
3M,8978.4,,8962.7
3M,8994.1,,8978.4
3M,9009.8,,8994.1
3M,9025.5,,9009.8
3M,9041.2,,9025.5
3M,9056.9,,9041.2
3M,9072.6,,9056.9
3M,9088.3,,9072.6
3M,9104,,9088.3
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,NA,,NA
Accenture,5182,,5182
Accenture,5193.9,,5182
Accenture,5205.8,,5193.9
Accenture,5217.7,,5205.8
Accenture,5229.6,,5217.7
Accenture,5241.5,,5229.6
Accenture,5253.4,,5241.5
Accenture,5265.3,,5253.4
Accenture,5277.2,,5265.3
Accenture,5289.1,,5277.2
Accenture,5301,,5289.1
Accenture,5348.1,,5301
Accenture,5395.2,,5348.1
Accenture,5442.3,,5395.2
Accenture,5489.4,,5442.3
Accenture,5536.5,,5489.4
Accenture,5583.6,,5536.5
Accenture,5630.7,,5583.6
Accenture,5677.8,,5630.7
Accenture,5724.9,,5677.8
Accenture,5772,,5724.9
Accenture,5809,,5772
Accenture,5846,,5809
Accenture,5883,,5846
Accenture,5920,,5883
Accenture,5957,,5920
Accenture,5994,,5957
Accenture,6031,,5994
Accenture,6068,,6031
Accenture,6105,,6068
Accenture,6142,,6105
Accenture,6200.6,,6142
Accenture,6259.2,,6200.6
Accenture,6317.8,,6259.2
Accenture,6376.4,,6317.8
Accenture,6435,,6376.4
Accenture,6493.6,,6435
Accenture,6552.2,,6493.6
Accenture,6610.8,,6552.2
Accenture,6669.4,,6610.8
Accenture,6728,,6669.4
Accenture,6784.8,,6728
Accenture,6841.6,,6784.8
Accenture,6898.4,,6841.6
Accenture,6955.2,,6898.4
Accenture,7012,,6955.2
Accenture,7068.8,,7012
Accenture,7125.6,,7068.8
Accenture,7182.4,,7125.6
Accenture,7239.2,,7182.4
Accenture,7296,,7239.2
Accenture,7361.2,,7296
Accenture,7426.4,,7361.2
Accenture,7491.6,,7426.4
Accenture,7556.8,,7491.6
Accenture,7622,,7556.8
Accenture,7687.2,,7622
Accenture,7752.4,,7687.2
Accenture,7817.6,,7752.4
Accenture,7882.8,,7817.6
Accenture,7948,,7882.8
Accenture,7924.2,,7948
Accenture,7900.4,,7924.2
Accenture,7876.6,,7900.4
Accenture,7852.8,,7876.6
Accenture,7829,,7852.8
Accenture,7805.2,,7829
Accenture,7781.4,,7805.2
Accenture,7757.6,,7781.4
Accenture,7733.8,,7757.6
Accenture,7710,,7733.8
Accenture,7687.1,,7710
Accenture,7664.2,,7687.1
Accenture,7641.3,,7664.2
Accenture,7618.4,,7641.3
Accenture,7595.5,,7618.4
Accenture,7572.6,,7595.5
Accenture,7549.7,,7572.6
Accenture,7526.8,,7549.7
Accenture,7503.9,,7526.8
Accenture,7481,,7503.9
Accenture,7533.4,,7481
Accenture,7585.8,,7533.4
Accenture,7638.2,,7585.8
Accenture,7690.6,,7638.2
Accenture,7743,,7690.6
Accenture,7795.4,,7743
Accenture,7847.8,,7795.4
Accenture,7900.2,,7847.8
Accenture,7952.6,,7900.2
Accenture,8005,,7952.6
Accenture,8079,,8005
Accenture,8153,,8079
Accenture,8227,,8153
Accenture,8301,,8227
Accenture,8375,,8301
Accenture,8449,,8375
Accenture,8523,,8449
Accenture,8597,,8523
Accenture,8671,,8597
Accenture,8745,,8671
Accenture,8817.6,,8745
Accenture,8890.2,,8817.6
Accenture,8962.8,,8890.2
Accenture,9035.4,,8962.8
Accenture,9108,,9035.4
Accenture,9180.6,,9108
Accenture,9253.2,,9180.6
Accenture,9325.8,,9253.2
Accenture,9398.4,,9325.8
Accenture,9471,,9398.4
Accenture,9512.1,,9471
Accenture,9553.2,,9512.1
Accenture,9594.3,,9553.2
Accenture,9635.4,,9594.3
Accenture,9676.5,,9635.4
Accenture,9717.6,,9676.5
Accenture,9758.7,,9717.6
Accenture,9799.8,,9758.7
Accenture,9840.9,,9799.8
Accenture,9882,,9840.9
Accenture,9973.8,,9882
Accenture,10065.6,,9973.8
Accenture,10157.4,,10065.6
Accenture,10249.2,,10157.4
Accenture,10341,,10249.2
Accenture,10432.8,,10341
Accenture,10524.6,,10432.8
Accenture,10616.4,,10524.6
Accenture,10708.2,,10616.4
Accenture,10800,,10708.2
Accenture,10923.3,,10800
Accenture,11046.6,,10923.3
Accenture,11169.9,,11046.6
Accenture,11293.2,,11169.9
Accenture,11416.5,,11293.2
Accenture,11539.8,,11416.5
Accenture,11663.1,,11539.8
Accenture,11786.4,,11663.1
Accenture,11909.7,,11786.4
Accenture,12033,,11909.7
Accenture,12076.8,,12033
Accenture,12120.6,,12076.8
Accenture,12164.4,,12120.6
Accenture,12208.2,,12164.4
Accenture,12252,,12208.2
Accenture,12295.8,,12252
Accenture,12339.6,,12295.8
Accenture,12383.4,,12339.6
Accenture,12427.2,,12383.4
Accenture,12471,,12427.2
Accenture,12645.3,,12471
Accenture,12819.6,,12645.3
Accenture,12993.9,,12819.6
Accenture,13168.2,,12993.9
Accenture,13342.5,,13168.2
Accenture,13516.8,,13342.5
Accenture,13691.1,,13516.8
Accenture,13865.4,,13691.1
Accenture,14039.7,,13865.4
Accenture,14214,,14039.7
adidas,3791,,3791
adidas,3776.9,,3791
adidas,3762.8,,3776.9
adidas,3748.7,,3762.8
adidas,3734.6,,3748.7
adidas,3720.5,,3734.6
adidas,3706.4,,3720.5
adidas,3692.3,,3706.4
adidas,3678.2,,3692.3
adidas,3664.1,,3678.2
adidas,3650,,3664.1
adidas,3654,,3650
adidas,3658,,3654
adidas,3662,,3658
adidas,3666,,3662
adidas,3670,,3666
adidas,3674,,3670
adidas,3678,,3674
adidas,3682,,3678
adidas,3686,,3682
adidas,3690,,3686
adidas,3688.9,,3690
adidas,3687.8,,3688.9
adidas,3686.7,,3687.8
adidas,3685.6,,3686.7
adidas,3684.5,,3685.6
adidas,3683.4,,3684.5
adidas,3682.3,,3683.4
adidas,3681.2,,3682.3
adidas,3680.1,,3681.2
adidas,3679,,3680.1
adidas,3685.1,,3679
adidas,3691.2,,3685.1
adidas,3697.3,,3691.2
adidas,3703.4,,3697.3
adidas,3709.5,,3703.4
adidas,3715.6,,3709.5
adidas,3721.7,,3715.6
adidas,3727.8,,3721.7
adidas,3733.9,,3727.8
adidas,3740,,3733.9
adidas,3769.3,,3740
adidas,3798.6,,3769.3
adidas,3827.9,,3798.6
adidas,3857.2,,3827.9
adidas,3886.5,,3857.2
adidas,3915.8,,3886.5
adidas,3945.1,,3915.8
adidas,3974.4,,3945.1
adidas,4003.7,,3974.4
adidas,4033,,4003.7
adidas,4058.7,,4033
adidas,4084.4,,4058.7
adidas,4110.1,,4084.4
adidas,4135.8,,4110.1
adidas,4161.5,,4135.8
adidas,4187.2,,4161.5
adidas,4212.9,,4187.2
adidas,4238.6,,4212.9
adidas,4264.3,,4238.6
adidas,4290,,4264.3
adidas,4337.7,,4290
adidas,4385.4,,4337.7
adidas,4433.1,,4385.4
adidas,4480.8,,4433.1
adidas,4528.5,,4480.8
adidas,4576.2,,4528.5
adidas,4623.9,,4576.2
adidas,4671.6,,4623.9
adidas,4719.3,,4671.6
adidas,4767,,4719.3
adidas,4797.5,,4767
adidas,4828,,4797.5
adidas,4858.5,,4828
adidas,4889,,4858.5
adidas,4919.5,,4889
adidas,4950,,4919.5
adidas,4980.5,,4950
adidas,5011,,4980.5
adidas,5041.5,,5011
adidas,5072,,5041.5
adidas,5104.5,,5072
adidas,5137,,5104.5
adidas,5169.5,,5137
adidas,5202,,5169.5
adidas,5234.5,,5202
adidas,5267,,5234.5
adidas,5299.5,,5267
adidas,5332,,5299.5
adidas,5364.5,,5332
adidas,5397,,5364.5
adidas,5406.8,,5397
adidas,5416.6,,5406.8
adidas,5426.4,,5416.6
adidas,5436.2,,5426.4
adidas,5446,,5436.2
adidas,5455.8,,5446
adidas,5465.6,,5455.8
adidas,5475.4,,5465.6
adidas,5485.2,,5475.4
adidas,5495,,5485.2
adidas,5560.9,,5495
adidas,5626.8,,5560.9
adidas,5692.7,,5626.8
adidas,5758.6,,5692.7
adidas,5824.5,,5758.6
adidas,5890.4,,5824.5
adidas,5956.3,,5890.4
adidas,6022.2,,5956.3
adidas,6088.1,,6022.2
adidas,6154,,6088.1
adidas,6208.5,,6154
adidas,6263,,6208.5
adidas,6317.5,,6263
adidas,6372,,6317.5
adidas,6426.5,,6372
adidas,6481,,6426.5
adidas,6535.5,,6481
adidas,6590,,6535.5
adidas,6644.5,,6590
adidas,6699,,6644.5
adidas,6782.6,,6699
adidas,6866.2,,6782.6
adidas,6949.8,,6866.2
adidas,7033.4,,6949.8
adidas,7117,,7033.4
adidas,7200.6,,7117
adidas,7284.2,,7200.6
adidas,7367.8,,7284.2
adidas,7451.4,,7367.8
adidas,7535,,7451.4
adidas,7519.3,,7535
adidas,7503.6,,7519.3
adidas,7487.9,,7503.6
adidas,7472.2,,7487.9
adidas,7456.5,,7472.2
adidas,7440.8,,7456.5
adidas,7425.1,,7440.8
adidas,7409.4,,7425.1
adidas,7393.7,,7409.4
adidas,7378,,7393.7
adidas,7321.3,,7378
adidas,7264.6,,7321.3
adidas,7207.9,,7264.6
adidas,7151.2,,7207.9
adidas,7094.5,,7151.2
adidas,7037.8,,7094.5
adidas,6981.1,,7037.8
adidas,6924.4,,6981.1
adidas,6867.7,,6924.4
adidas,6811,,6867.7
adidas,6918.4,,6811
adidas,7025.8,,6918.4
adidas,7133.2,,7025.8
adidas,7240.6,,7133.2
adidas,7348,,7240.6
adidas,7455.4,,7348
adidas,7562.8,,7455.4
adidas,7670.2,,7562.8
adidas,7777.6,,7670.2
adidas,7885,,7777.6
adidas,8018.1,,7885
adidas,8151.2,,8018.1
adidas,8284.3,,8151.2
adidas,8417.4,,8284.3
adidas,8550.5,,8417.4
adidas,8683.6,,8550.5
adidas,8816.7,,8683.6
adidas,8949.8,,8816.7
adidas,9082.9,,8949.8
adidas,9216,,9082.9
adidas,9371.6,,9216
adidas,9527.2,,9371.6
adidas,9682.8,,9527.2
adidas,9838.4,,9682.8
adidas,9994,,9838.4
adidas,10149.6,,9994
adidas,10305.2,,10149.6
adidas,10460.8,,10305.2
adidas,10616.4,,10460.8
adidas,10772,,10616.4
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,NA,,NA
Adobe,3161,,3161
Adobe,3207.5,,3161
Adobe,3254,,3207.5
Adobe,3300.5,,3254
Adobe,3347,,3300.5
Adobe,3393.5,,3347
Adobe,3440,,3393.5
Adobe,3486.5,,3440
Adobe,3533,,3486.5
Adobe,3579.5,,3533
Adobe,3626,,3579.5
Adobe,3680.4,,3626
Adobe,3734.8,,3680.4
Adobe,3789.2,,3734.8
Adobe,3843.6,,3789.2
Adobe,3898,,3843.6
Adobe,3952.4,,3898
Adobe,4006.8,,3952.4
Adobe,4061.2,,4006.8
Adobe,4115.6,,4061.2
Adobe,4170,,4115.6
Adobe,4208.7,,4170
Adobe,4247.4,,4208.7
Adobe,4286.1,,4247.4
Adobe,4324.8,,4286.1
Adobe,4363.5,,4324.8
Adobe,4402.2,,4363.5
Adobe,4440.9,,4402.2
Adobe,4479.6,,4440.9
Adobe,4518.3,,4479.6
Adobe,4557,,4518.3
Adobe,4591.2,,4557
Adobe,4625.4,,4591.2
Adobe,4659.6,,4625.4
Adobe,4693.8,,4659.6
Adobe,4728,,4693.8
Adobe,4762.2,,4728
Adobe,4796.4,,4762.2
Adobe,4830.6,,4796.4
Adobe,4864.8,,4830.6
Adobe,4899,,4864.8
Adobe,4942.4,,4899
Adobe,4985.8,,4942.4
Adobe,5029.2,,4985.8
Adobe,5072.6,,5029.2
Adobe,5116,,5072.6
Adobe,5159.4,,5116
Adobe,5202.8,,5159.4
Adobe,5246.2,,5202.8
Adobe,5289.6,,5246.2
Adobe,5333,,5289.6
Adobe,5425.4,,5333
Adobe,5517.8,,5425.4
Adobe,5610.2,,5517.8
Adobe,5702.6,,5610.2
Adobe,5795,,5702.6
Adobe,5887.4,,5795
Adobe,5979.8,,5887.4
Adobe,6072.2,,5979.8
Adobe,6164.6,,6072.2
Adobe,6257,,6164.6
Adobe,6389.9,,6257
Adobe,6522.8,,6389.9
Adobe,6655.7,,6522.8
Adobe,6788.6,,6655.7
Adobe,6921.5,,6788.6
Adobe,7054.4,,6921.5
Adobe,7187.3,,7054.4
Adobe,7320.2,,7187.3
Adobe,7453.1,,7320.2
Adobe,7586,,7453.1
Adobe,7733.4,,7586
Adobe,7880.8,,7733.4
Adobe,8028.2,,7880.8
Adobe,8175.6,,8028.2
Adobe,8323,,8175.6
Adobe,8470.4,,8323
Adobe,8617.8,,8470.4
Adobe,8765.2,,8617.8
Adobe,8912.6,,8765.2
Adobe,9060,,8912.6
Adobe,9228.8,,9060
Adobe,9397.6,,9228.8
Adobe,9566.4,,9397.6
Adobe,9735.2,,9566.4
Adobe,9904,,9735.2
Adobe,10072.8,,9904
Adobe,10241.6,,10072.8
Adobe,10410.4,,10241.6
Adobe,10579.2,,10410.4
Adobe,10748,,10579.2
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,NA,,NA
Allianz,3957,,3957
Allianz,3964.6,,3957
Allianz,3972.2,,3964.6
Allianz,3979.8,,3972.2
Allianz,3987.4,,3979.8
Allianz,3995,,3987.4
Allianz,4002.6,,3995
Allianz,4010.2,,4002.6
Allianz,4017.8,,4010.2
Allianz,4025.4,,4017.8
Allianz,4033,,4025.4
Allianz,4012.8,,4033
Allianz,3992.6,,4012.8
Allianz,3972.4,,3992.6
Allianz,3952.2,,3972.4
Allianz,3932,,3952.2
Allianz,3911.8,,3932
Allianz,3891.6,,3911.8
Allianz,3871.4,,3891.6
Allianz,3851.2,,3871.4
Allianz,3831,,3851.2
Allianz,3938.3,,3831
Allianz,4045.6,,3938.3
Allianz,4152.9,,4045.6
Allianz,4260.2,,4152.9
Allianz,4367.5,,4260.2
Allianz,4474.8,,4367.5
Allianz,4582.1,,4474.8
Allianz,4689.4,,4582.1
Allianz,4796.7,,4689.4
Allianz,4904,,4796.7
Allianz,4948.1,,4904
Allianz,4992.2,,4948.1
Allianz,5036.3,,4992.2
Allianz,5080.4,,5036.3
Allianz,5124.5,,5080.4
Allianz,5168.6,,5124.5
Allianz,5212.7,,5168.6
Allianz,5256.8,,5212.7
Allianz,5300.9,,5256.8
Allianz,5345,,5300.9
Allianz,5428.9,,5345
Allianz,5512.8,,5428.9
Allianz,5596.7,,5512.8
Allianz,5680.6,,5596.7
Allianz,5764.5,,5680.6
Allianz,5848.4,,5764.5
Allianz,5932.3,,5848.4
Allianz,6016.2,,5932.3
Allianz,6100.1,,6016.2
Allianz,6184,,6100.1
Allianz,6236.6,,6184
Allianz,6289.2,,6236.6
Allianz,6341.8,,6289.2
Allianz,6394.4,,6341.8
Allianz,6447,,6394.4
Allianz,6499.6,,6447
Allianz,6552.2,,6499.6
Allianz,6604.8,,6552.2
Allianz,6657.4,,6604.8
Allianz,6710,,6657.4
Allianz,6809.2,,6710
Allianz,6908.4,,6809.2
Allianz,7007.6,,6908.4
Allianz,7106.8,,7007.6
Allianz,7206,,7106.8
Allianz,7305.2,,7206
Allianz,7404.4,,7305.2
Allianz,7503.6,,7404.4
Allianz,7602.8,,7503.6
Allianz,7702,,7602.8
Allianz,7781.6,,7702
Allianz,7861.2,,7781.6
Allianz,7940.8,,7861.2
Allianz,8020.4,,7940.8
Allianz,8100,,8020.4
Allianz,8179.6,,8100
Allianz,8259.2,,8179.6
Allianz,8338.8,,8259.2
Allianz,8418.4,,8338.8
Allianz,8498,,8418.4
Allianz,8601,,8498
Allianz,8704,,8601
Allianz,8807,,8704
Allianz,8910,,8807
Allianz,9013,,8910
Allianz,9116,,9013
Allianz,9219,,9116
Allianz,9322,,9219
Allianz,9425,,9322
Allianz,9528,,9425
Allianz,9581.1,,9528
Allianz,9634.2,,9581.1
Allianz,9687.3,,9634.2
Allianz,9740.4,,9687.3
Allianz,9793.5,,9740.4
Allianz,9846.6,,9793.5
Allianz,9899.7,,9846.6
Allianz,9952.8,,9899.7
Allianz,10005.9,,9952.8
Allianz,10059,,10005.9
Allianz,10135.2,,10059
Allianz,10211.4,,10135.2
Allianz,10287.6,,10211.4
Allianz,10363.8,,10287.6
Allianz,10440,,10363.8
Allianz,10516.2,,10440
Allianz,10592.4,,10516.2
Allianz,10668.6,,10592.4
Allianz,10744.8,,10668.6
Allianz,10821,,10744.8
Amazon,4528,,4528
Amazon,4388.2,,4528
Amazon,4248.4,,4388.2
Amazon,4108.6,,4248.4
Amazon,3968.8,,4108.6
Amazon,3829,,3968.8
Amazon,3689.2,,3829
Amazon,3549.4,,3689.2
Amazon,3409.6,,3549.4
Amazon,3269.8,,3409.6
Amazon,3130,,3269.8
Amazon,3134.5,,3130
Amazon,3139,,3134.5
Amazon,3143.5,,3139
Amazon,3148,,3143.5
Amazon,3152.5,,3148
Amazon,3157,,3152.5
Amazon,3161.5,,3157
Amazon,3166,,3161.5
Amazon,3170.5,,3166
Amazon,3175,,3170.5
Amazon,3197.8,,3175
Amazon,3220.6,,3197.8
Amazon,3243.4,,3220.6
Amazon,3266.2,,3243.4
Amazon,3289,,3266.2
Amazon,3311.8,,3289
Amazon,3334.6,,3311.8
Amazon,3357.4,,3334.6
Amazon,3380.2,,3357.4
Amazon,3403,,3380.2
Amazon,3478.3,,3403
Amazon,3553.6,,3478.3
Amazon,3628.9,,3553.6
Amazon,3704.2,,3628.9
Amazon,3779.5,,3704.2
Amazon,3854.8,,3779.5
Amazon,3930.1,,3854.8
Amazon,4005.4,,3930.1
Amazon,4080.7,,4005.4
Amazon,4156,,4080.7
Amazon,4165.2,,4156
Amazon,4174.4,,4165.2
Amazon,4183.6,,4174.4
Amazon,4192.8,,4183.6
Amazon,4202,,4192.8
Amazon,4211.2,,4202
Amazon,4220.4,,4211.2
Amazon,4229.6,,4220.4
Amazon,4238.8,,4229.6
Amazon,4248,,4238.8
Amazon,4293.9,,4248
Amazon,4339.8,,4293.9
Amazon,4385.7,,4339.8
Amazon,4431.6,,4385.7
Amazon,4477.5,,4431.6
Amazon,4523.4,,4477.5
Amazon,4569.3,,4523.4
Amazon,4615.2,,4569.3
Amazon,4661.1,,4615.2
Amazon,4707,,4661.1
Amazon,4777.4,,4707
Amazon,4847.8,,4777.4
Amazon,4918.2,,4847.8
Amazon,4988.6,,4918.2
Amazon,5059,,4988.6
Amazon,5129.4,,5059
Amazon,5199.8,,5129.4
Amazon,5270.2,,5199.8
Amazon,5340.6,,5270.2
Amazon,5411,,5340.6
Amazon,5513.3,,5411
Amazon,5615.6,,5513.3
Amazon,5717.9,,5615.6
Amazon,5820.2,,5717.9
Amazon,5922.5,,5820.2
Amazon,6024.8,,5922.5
Amazon,6127.1,,6024.8
Amazon,6229.4,,6127.1
Amazon,6331.7,,6229.4
Amazon,6434,,6331.7
Amazon,6576.4,,6434
Amazon,6718.8,,6576.4
Amazon,6861.2,,6718.8
Amazon,7003.6,,6861.2
Amazon,7146,,7003.6
Amazon,7288.4,,7146
Amazon,7430.8,,7288.4
Amazon,7573.2,,7430.8
Amazon,7715.6,,7573.2
Amazon,7858,,7715.6
Amazon,8038.7,,7858
Amazon,8219.4,,8038.7
Amazon,8400.1,,8219.4
Amazon,8580.8,,8400.1
Amazon,8761.5,,8580.8
Amazon,8942.2,,8761.5
Amazon,9122.9,,8942.2
Amazon,9303.6,,9122.9
Amazon,9484.3,,9303.6
Amazon,9665,,9484.3
Amazon,9974.3,,9665
Amazon,10283.6,,9974.3
Amazon,10592.9,,10283.6
Amazon,10902.2,,10592.9
Amazon,11211.5,,10902.2
Amazon,11520.8,,11211.5
Amazon,11830.1,,11520.8
Amazon,12139.4,,11830.1
Amazon,12448.7,,12139.4
Amazon,12758,,12448.7
Amazon,13344.7,,12758
Amazon,13931.4,,13344.7
Amazon,14518.1,,13931.4
Amazon,15104.8,,14518.1
